2024-07-31 08:13:25,553 INFO    MainThread:531699 [wandb_setup.py:_flush():76] Current SDK version is 0.17.5
2024-07-31 08:13:25,554 INFO    MainThread:531699 [wandb_setup.py:_flush():76] Configure stats pid to 531699
2024-07-31 08:13:25,554 INFO    MainThread:531699 [wandb_setup.py:_flush():76] Loading settings from /home/aca10131kr/.config/wandb/settings
2024-07-31 08:13:25,554 INFO    MainThread:531699 [wandb_setup.py:_flush():76] Loading settings from /home/aca10131kr/eeg-to-fmri/models/Diffusion/wandb/settings
2024-07-31 08:13:25,554 INFO    MainThread:531699 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-07-31 08:13:25,554 INFO    MainThread:531699 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-07-31 08:13:25,554 INFO    MainThread:531699 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'models/Diffusion/20240730_Diffusion.py', 'program_abspath': '/home/aca10131kr/eeg-to-fmri/models/Diffusion/20240730_Diffusion.py', 'program': '20240730_Diffusion.py'}
2024-07-31 08:13:25,554 INFO    MainThread:531699 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-07-31 08:13:25,554 INFO    MainThread:531699 [wandb_init.py:_log_setup():529] Logging user logs to /home/aca10131kr/eeg-to-fmri/models/Diffusion/wandb/run-20240731_081325-1fvar7a4/logs/debug.log
2024-07-31 08:13:25,554 INFO    MainThread:531699 [wandb_init.py:_log_setup():530] Logging internal logs to /home/aca10131kr/eeg-to-fmri/models/Diffusion/wandb/run-20240731_081325-1fvar7a4/logs/debug-internal.log
2024-07-31 08:13:25,554 INFO    MainThread:531699 [wandb_init.py:init():569] calling init triggers
2024-07-31 08:13:25,554 INFO    MainThread:531699 [wandb_init.py:init():576] wandb.init called with sweep_config: {}
config: {}
2024-07-31 08:13:25,554 INFO    MainThread:531699 [wandb_init.py:init():619] starting backend
2024-07-31 08:13:25,554 INFO    MainThread:531699 [wandb_init.py:init():623] setting up manager
2024-07-31 08:13:25,555 INFO    MainThread:531699 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-07-31 08:13:25,557 INFO    MainThread:531699 [wandb_init.py:init():631] backend started and connected
2024-07-31 08:13:25,561 INFO    MainThread:531699 [wandb_init.py:init():720] updated telemetry
2024-07-31 08:13:25,644 INFO    MainThread:531699 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2024-07-31 08:13:26,107 INFO    MainThread:531699 [wandb_run.py:_on_init():2435] communicating current version
2024-07-31 08:13:26,140 INFO    MainThread:531699 [wandb_run.py:_on_init():2444] got version response 
2024-07-31 08:13:26,140 INFO    MainThread:531699 [wandb_init.py:init():804] starting run threads in backend
2024-07-31 08:13:29,871 INFO    MainThread:531699 [wandb_run.py:_console_start():2413] atexit reg
2024-07-31 08:13:29,871 INFO    MainThread:531699 [wandb_run.py:_redirect():2255] redirect: wrap_raw
2024-07-31 08:13:29,871 INFO    MainThread:531699 [wandb_run.py:_redirect():2320] Wrapping output streams.
2024-07-31 08:13:29,871 INFO    MainThread:531699 [wandb_run.py:_redirect():2345] Redirects installed.
2024-07-31 08:13:29,874 INFO    MainThread:531699 [wandb_init.py:init():847] run started, returning control to user process
2024-07-31 08:13:38,154 WARNING MsgRouterThr:531699 [router.py:message_loop():77] message_loop has been closed
